date,hour,demand
2021-09-27,22,50
2021-09-28,6,50
2021-09-28,7,59
2021-09-28,8,62
2021-09-28,9,62
2021-09-28,10,63
2021-09-28,11,60
2021-09-28,12,65
2021-09-28,13,64
2021-09-28,14,65
2021-09-28,15,68
2021-09-28,16,68
2021-09-28,17,70
2021-09-28,18,67
2021-09-28,19,60
2021-09-28,20,52
2021-09-28,21,54
2021-09-28,22,52
2021-09-28,23,50
2021-09-29,0,46
2021-09-29,2,53
2021-09-29,6,52
2021-09-29,7,62
2021-09-29,8,65
2021-09-29,9,64
2021-09-29,10,65
2021-09-29,11,63
2021-09-29,12,68
2021-09-29,13,67
2021-09-29,14,68
2021-09-29,15,69
2021-09-29,16,69
2021-09-29,17,71
2021-09-29,18,68
2021-09-29,19,62
2021-09-29,20,54
2021-09-29,21,57
2021-09-29,22,54
2021-09-29,23,46
2021-09-30,6,44
2021-09-30,7,55
2021-09-30,8,58
2021-09-30,9,57
2021-09-30,10,58
2021-09-30,11,58
2021-09-30,12,64
2021-09-30,13,63
2021-09-30,14,64
2021-09-30,15,69
2021-09-30,16,68
2021-09-30,17,70
2021-09-30,18,67
2021-09-30,19,61
2021-09-30,20,53
2021-09-30,21,55
2021-09-30,22,53
2021-09-30,23,44
2021-10-01,0,39
2021-10-01,1,35
2021-10-01,2,40
2021-10-01,5,43
2021-10-01,6,46
2021-10-01,7,52
2021-10-01,8,60
2021-10-01,9,61
2021-10-01,10,65
2021-10-01,11,69
2021-10-01,12,72
2021-10-01,13,72
2021-10-01,14,73
2021-10-01,15,77
2021-10-01,16,75
2021-10-01,17,76
2021-10-01,18,67
2021-10-01,19,57
2021-10-01,20,51
2021-10-01,21,55
2021-10-01,22,59
2021-10-01,23,45
2021-10-02,0,44
2021-10-02,1,42
2021-10-02,2,46
2021-10-02,6,49
2021-10-02,7,53
2021-10-02,8,59
2021-10-02,9,64
2021-10-02,10,73
2021-10-02,11,85
2021-10-02,12,99
2021-10-02,13,107
2021-10-02,14,107
2021-10-02,15,111
2021-10-02,16,104
2021-10-02,17,99
2021-10-02,18,89
2021-10-02,19,76
2021-10-02,20,65
2021-10-02,22,65
2021-10-02,23,47
2021-10-03,0,54
2021-10-03,1,52
2021-10-03,2,53
2021-10-03,7,50
2021-10-03,8,56
2021-10-03,9,58
2021-10-03,10,61
2021-10-03,11,72
2021-10-03,12,89
2021-10-03,13,96
2021-10-03,14,97
2021-10-03,15,100
2021-10-03,16,92
2021-10-03,17,87
2021-10-03,18,77
2021-10-03,19,64
2021-10-03,20,55
2021-10-03,21,57
2021-10-03,22,54
2021-10-03,23,37
2021-10-04,6,47
2021-10-04,7,55
2021-10-04,8,62
2021-10-04,9,62
2021-10-04,10,63
2021-10-04,11,60
2021-10-04,12,73
2021-10-04,13,73
2021-10-04,14,72
2021-10-04,15,73
2021-10-04,16,72
2021-10-04,17,75
2021-10-04,18,69
2021-10-04,19,63
2021-10-04,20,55
2021-10-04,21,53
2021-10-04,22,52
2021-10-04,23,39
2021-10-05,5,37
2021-10-05,6,45
2021-10-05,7,52
2021-10-05,8,60
2021-10-05,9,59
2021-10-05,10,60
2021-10-05,11,60
2021-10-05,12,72
2021-10-05,13,71
2021-10-05,14,72
2021-10-05,15,74
2021-10-05,16,75
2021-10-05,17,78
2021-10-05,18,73
2021-10-05,19,67
2021-10-05,20,58
2021-10-05,21,59
2021-10-05,22,55
2021-10-05,23,38
2021-10-06,0,40
2021-10-06,6,46
2021-10-06,7,54
2021-10-06,8,61
2021-10-06,9,62
2021-10-06,10,63
2021-10-06,11,63
2021-10-06,12,74
2021-10-06,13,74
2021-10-06,14,75
2021-10-06,15,78
2021-10-06,16,79
2021-10-06,17,82
2021-10-06,18,78
2021-10-06,19,72
2021-10-06,20,64
2021-10-06,21,65
2021-10-06,22,61
2021-10-06,23,46
2021-10-07,0,38
2021-10-07,1,36
2021-10-07,3,35
2021-10-07,6,42
2021-10-07,7,50
2021-10-07,8,57
2021-10-07,9,58
2021-10-07,10,59
2021-10-07,11,61
2021-10-07,12,74
2021-10-07,13,74
2021-10-07,14,75
2021-10-07,15,78
2021-10-07,16,78
2021-10-07,17,80
2021-10-07,18,76
2021-10-07,19,70
2021-10-07,20,62
2021-10-07,21,63
2021-10-07,22,59
2021-10-07,23,44
2021-10-08,0,48
2021-10-08,1,45
2021-10-08,4,45
2021-10-08,5,44
2021-10-08,6,50
2021-10-08,7,56
2021-10-08,8,63
2021-10-08,9,65
2021-10-08,10,69
2021-10-08,11,77
2021-10-08,12,93
2021-10-08,13,94
2021-10-08,14,95
2021-10-08,15,101
2021-10-08,16,99
2021-10-08,17,99
2021-10-08,18,91
2021-10-08,19,81
2021-10-08,20,75
2021-10-08,21,76
2021-10-08,22,71
2021-10-08,23,56
2021-10-09,1,64
2021-10-09,2,64
2021-10-09,4,60
2021-10-09,6,65
2021-10-09,7,68
2021-10-09,8,74
2021-10-09,9,80
2021-10-09,10,93
2021-10-09,11,108
2021-10-09,12,126
2021-10-09,13,133
2021-10-09,14,134
2021-10-09,15,140
2021-10-09,16,134
2021-10-09,17,129
2021-10-09,18,120
2021-10-09,19,106
2021-10-09,20,96
2021-10-09,21,94
2021-10-09,22,89
2021-10-09,23,72
2021-10-10,0,76
2021-10-10,1,74
2021-10-10,2,74
2021-10-10,3,71
2021-10-10,4,64
2021-10-10,7,68
2021-10-10,8,73
2021-10-10,9,76
2021-10-10,10,86
2021-10-10,11,101
2021-10-10,12,118
2021-10-10,13,124
2021-10-10,14,125
2021-10-10,15,131
2021-10-10,16,124
2021-10-10,17,119
2021-10-10,18,108
2021-10-10,19,95
2021-10-10,20,85
2021-10-10,21,84
2021-10-10,22,79
2021-10-11,0,59
2021-10-11,1,57
2021-10-11,5,51
2021-10-11,6,55
2021-10-11,7,63
2021-10-11,8,70
2021-10-11,9,70
2021-10-11,10,73
2021-10-11,11,74
2021-10-11,12,87
2021-10-11,13,87
2021-10-11,14,85
2021-10-11,15,87
2021-10-11,16,86
2021-10-11,17,89
2021-10-11,18,82
2021-10-11,19,75
2021-10-11,20,66
2021-10-11,21,63
2021-10-11,22,59
2021-10-11,23,44
2021-10-12,0,55
2021-10-12,6,56
2021-10-12,7,64
2021-10-12,8,71
2021-10-12,9,72
2021-10-12,10,75
2021-10-12,11,76
2021-10-12,12,87
2021-10-12,13,86
2021-10-12,14,87
2021-10-12,15,90
2021-10-12,16,90
2021-10-12,17,93
2021-10-12,18,87
2021-10-12,19,80
2021-10-12,20,71
2021-10-12,21,71
2021-10-12,22,67
2021-10-12,23,52
2021-10-13,5,50
2021-10-13,6,54
2021-10-13,7,63
2021-10-13,8,68
2021-10-13,9,69
2021-10-13,10,76
2021-10-13,11,76
2021-10-13,12,87
2021-10-13,13,86
2021-10-13,14,87
2021-10-13,15,91
2021-10-13,16,92
2021-10-13,17,95
2021-10-13,18,89
2021-10-13,19,82
2021-10-13,20,72
2021-10-13,21,73
2021-10-13,22,69
2021-10-13,23,54
2021-10-14,6,58
2021-10-14,7,67
2021-10-14,8,72
2021-10-14,9,72
2021-10-14,10,77
2021-10-14,11,79
2021-10-14,12,90
2021-10-14,13,90
2021-10-14,14,91
2021-10-14,15,95
2021-10-14,16,94
2021-10-14,17,97
2021-10-14,18,91
2021-10-14,19,84
2021-10-14,20,76
2021-10-14,21,77
2021-10-14,22,73
2021-10-14,23,57
2021-10-15,0,54
2021-10-15,1,56
2021-10-15,2,56
2021-10-15,3,55
2021-10-15,5,51
2021-10-15,6,55
2021-10-15,7,63
2021-10-15,8,68
2021-10-15,9,68
2021-10-15,10,76
2021-10-15,11,83
2021-10-15,12,97
2021-10-15,13,98
2021-10-15,14,99
2021-10-15,15,102
2021-10-15,16,99
2021-10-15,17,99
2021-10-15,18,89
2021-10-15,19,78
2021-10-15,20,72
2021-10-15,21,73
2021-10-15,22,69
2021-10-15,23,53
2021-10-16,0,62
2021-10-16,1,65
2021-10-16,2,65
2021-10-16,3,62
2021-10-16,4,57
2021-10-16,5,57
2021-10-16,7,65
2021-10-16,8,68
2021-10-16,9,73
2021-10-16,10,86
2021-10-16,11,101
2021-10-16,12,115
2021-10-16,13,122
2021-10-16,14,123
2021-10-16,15,126
2021-10-16,16,119
2021-10-16,17,113
2021-10-16,18,100
2021-10-16,19,86
2021-10-16,20,76
2021-10-16,21,75
2021-10-16,22,69
2021-10-16,23,60
2021-10-17,0,65
2021-10-17,1,68
2021-10-17,2,68
2021-10-17,3,64
2021-10-17,4,59
2021-10-17,5,58
2021-10-17,6,60
2021-10-17,7,65
2021-10-17,8,67
2021-10-17,9,69
2021-10-17,10,79
2021-10-17,11,93
2021-10-17,12,106
2021-10-17,13,113
2021-10-17,14,113
2021-10-17,15,117
2021-10-17,16,108
2021-10-17,17,102
2021-10-17,18,90
2021-10-17,19,75
2021-10-17,20,66
2021-10-17,21,65
2021-10-17,22,60
2021-10-17,23,50
2021-10-18,7,59
2021-10-18,8,63
2021-10-18,9,62
2021-10-18,10,66
2021-10-18,11,64
2021-10-18,12,73
2021-10-18,13,71
2021-10-18,14,70
2021-10-18,15,70
2021-10-18,16,68
2021-10-18,17,71
2021-10-18,18,66
2021-10-18,19,59
2021-10-18,20,51
2021-10-18,21,48
2021-10-18,22,44
2021-10-18,23,36
2021-10-19,0,51
2021-10-19,1,46
2021-10-19,2,45
2021-10-19,5,44
2021-10-19,6,48
2021-10-19,7,57
2021-10-19,8,61
2021-10-19,9,60
2021-10-19,10,64
2021-10-19,11,61
2021-10-19,12,68
2021-10-19,13,67
2021-10-19,14,67
2021-10-19,15,68
2021-10-19,16,67
2021-10-19,17,70
2021-10-19,18,66
2021-10-19,19,59
2021-10-19,20,52
2021-10-19,21,52
2021-10-19,22,48
2021-10-19,23,39
2021-10-20,0,46
2021-10-20,1,42
2021-10-20,4,39
2021-10-20,5,39
2021-10-20,6,43
2021-10-20,7,53
2021-10-20,8,55
2021-10-20,9,54
2021-10-20,10,58
2021-10-20,11,55
2021-10-20,12,59
2021-10-20,13,58
2021-10-20,14,59
2021-10-20,15,61
2021-10-20,16,61
2021-10-20,17,63
2021-10-20,18,60
2021-10-20,19,53
2021-10-20,20,46
2021-10-20,21,47
2021-10-20,22,45
2021-10-21,1,43
2021-10-21,2,42
2021-10-21,5,38
2021-10-21,6,42
2021-10-21,7,52
2021-10-21,8,54
2021-10-21,9,53
2021-10-21,10,57
2021-10-21,11,57
2021-10-21,12,62
2021-10-21,13,61
2021-10-21,14,62
2021-10-21,15,63
2021-10-21,16,62
2021-10-21,17,64
2021-10-21,18,61
2021-10-21,19,54
2021-10-21,20,47
2021-10-21,21,48
2021-10-21,22,46
2021-10-21,23,37
2021-10-22,0,49
2021-10-22,1,47
2021-10-22,2,46
2021-10-22,4,41
2021-10-22,5,41
2021-10-22,6,45
2021-10-22,7,53
2021-10-22,8,55
2021-10-22,9,55
2021-10-22,10,63
2021-10-22,11,68
2021-10-22,12,76
2021-10-22,13,76
2021-10-22,14,76
2021-10-22,15,78
2021-10-22,16,75
2021-10-22,17,74
2021-10-22,18,67
2021-10-22,19,55
2021-10-22,20,51
2021-10-22,21,53
2021-10-22,22,51
2021-10-22,23,42
2021-10-23,0,59
2021-10-23,1,57
2021-10-23,2,56
2021-10-23,6,52
2021-10-23,7,57
2021-10-23,8,58
2021-10-23,9,63
2021-10-23,10,76
2021-10-23,11,88
2021-10-23,12,98
2021-10-23,13,105
2021-10-23,14,106
2021-10-23,15,107
2021-10-23,16,99
2021-10-23,17,92
2021-10-23,18,83
2021-10-23,19,69
2021-10-23,20,59
2021-10-23,21,60
2021-10-23,22,56
2021-10-23,23,46
2021-10-24,0,62
2021-10-24,1,60
2021-10-24,2,59
2021-10-24,3,55
2021-10-24,4,50
2021-10-24,7,56
2021-10-24,8,57
2021-10-24,9,58
2021-10-24,10,68
2021-10-24,11,80
2021-10-24,12,89
2021-10-24,13,95
2021-10-24,14,95
2021-10-24,15,97
2021-10-24,16,88
2021-10-24,17,81
2021-10-24,18,72
2021-10-24,19,57
2021-10-24,20,49
2021-10-24,21,50
2021-10-24,22,46
2021-10-24,23,39
2021-10-25,0,62
2021-10-25,1,50
2021-10-25,2,46
2021-10-25,3,45
2021-10-25,6,45
2021-10-25,7,55
2021-10-25,8,58
2021-10-25,9,57
2021-10-25,10,60
2021-10-25,11,57
2021-10-25,12,63
2021-10-25,13,62
2021-10-25,14,61
2021-10-25,15,61
2021-10-25,16,60
2021-10-25,17,62
2021-10-25,18,58
2021-10-25,19,51
2021-10-25,20,43
2021-10-25,21,43
2021-10-25,22,41
2021-10-25,23,33
2021-10-26,1,45
2021-10-26,5,38
2021-10-26,6,43
2021-10-26,7,53
2021-10-26,8,56
2021-10-26,9,55
2021-10-26,10,58
2021-10-26,11,55
2021-10-26,12,59
2021-10-26,13,57
2021-10-26,14,58
2021-10-26,15,59
2021-10-26,16,59
2021-10-26,17,62
2021-10-26,18,58
2021-10-26,19,51
2021-10-26,20,44
2021-10-26,21,45
2021-10-26,22,43
2021-10-26,23,35
2021-10-27,0,52
2021-10-27,2,45
2021-10-27,5,39
2021-10-27,6,43
2021-10-27,7,54
2021-10-27,8,56
2021-10-27,9,55
2021-10-27,10,58
2021-10-27,11,55
2021-10-27,12,60
2021-10-27,13,59
2021-10-27,14,60
2021-10-27,15,61
2021-10-27,16,61
2021-10-27,17,63
2021-10-27,18,60
2021-10-27,19,54
2021-10-27,20,46
2021-10-27,21,48
2021-10-27,22,46
2021-10-27,23,43
2021-10-28,0,38
2021-10-28,6,43
2021-10-28,7,54
2021-10-28,8,56
2021-10-28,9,56
2021-10-28,10,59
2021-10-28,11,59
2021-10-28,12,64
2021-10-28,13,64
2021-10-28,14,64
2021-10-28,15,66
2021-10-28,16,65
2021-10-28,17,67
2021-10-28,18,63
2021-10-28,19,57
2021-10-28,20,49
2021-10-28,21,52
2021-10-28,22,50
2021-10-28,23,47
2021-10-29,0,42
2021-10-29,1,47
2021-10-29,2,52
2021-10-29,4,47
2021-10-29,5,44
2021-10-29,6,48
2021-10-29,7,58
2021-10-29,8,60
2021-10-29,9,60
2021-10-29,10,67
2021-10-29,11,72
2021-10-29,12,81
2021-10-29,13,81
2021-10-29,14,82
2021-10-29,15,83
2021-10-29,16,80
2021-10-29,17,79
2021-10-29,18,71
2021-10-29,19,61
2021-10-29,20,55
2021-10-29,21,58
2021-10-29,22,55
2021-10-29,23,51
2021-10-30,0,48
2021-10-30,1,54
2021-10-30,2,59
2021-10-30,4,55
2021-10-30,5,52
2021-10-30,8,64
2021-10-30,9,69
2021-10-30,10,82
2021-10-30,11,94
2021-10-30,12,107
2021-10-30,13,113
2021-10-30,14,114
2021-10-30,15,119
2021-10-30,16,111
2021-10-30,17,104
2021-10-30,18,95
2021-10-30,19,81
2021-10-30,20,72
2021-10-30,21,73
2021-10-30,22,69
2021-10-30,23,64
2021-10-31,0,50
2021-10-31,1,47
2021-10-31,2,52
2021-10-31,8,54
2021-10-31,9,55
2021-10-31,10,65
2021-10-31,11,77
2021-10-31,12,91
2021-10-31,13,97
2021-10-31,14,104
2021-10-31,15,111
2021-10-31,16,102
2021-10-31,17,95
2021-10-31,18,86
2021-10-31,19,72
2021-10-31,20,64
2021-10-31,21,67
2021-10-31,22,70
2021-10-31,23,70
2021-11-01,0,33
2021-11-01,3,30
2021-11-01,6,40
2021-11-01,7,50
2021-11-01,8,58
2021-11-01,9,64
2021-11-01,10,70
2021-11-01,11,78
2021-11-01,12,89
2021-11-01,13,98
2021-11-01,14,96
2021-11-01,15,103
2021-11-01,16,102
2021-11-01,17,105
2021-11-01,18,100
2021-11-01,19,91
2021-11-01,20,70
2021-11-01,21,66
2021-11-01,22,67
2021-11-01,23,44
2021-11-02,0,33
2021-11-02,1,26
2021-11-02,6,42
2021-11-02,7,52
2021-11-02,8,60
2021-11-02,9,66
2021-11-02,10,72
2021-11-02,11,80
2021-11-02,12,98
2021-11-02,13,107
2021-11-02,14,107
2021-11-02,15,115
2021-11-02,16,116
2021-11-02,17,120
2021-11-02,18,115
2021-11-02,19,106
2021-11-02,20,85
2021-11-02,21,87
2021-11-02,22,83
2021-11-02,23,61
2021-11-03,0,30
2021-11-03,6,32
2021-11-03,7,43
2021-11-03,8,51
2021-11-03,9,57
2021-11-03,10,59
2021-11-03,11,67
2021-11-03,12,90
2021-11-03,13,98
2021-11-03,14,99
2021-11-03,15,109
2021-11-03,16,110
2021-11-03,17,114
2021-11-03,18,109
2021-11-03,19,100
2021-11-03,20,80
2021-11-03,21,82
2021-11-03,22,78
2021-11-03,23,56
2021-11-04,0,47
2021-11-04,1,42
2021-11-04,5,45
2021-11-04,6,49
2021-11-04,7,59
2021-11-04,8,67
2021-11-04,9,74
2021-11-04,10,82
2021-11-04,11,90
2021-11-04,12,116
2021-11-04,13,125
2021-11-04,14,125
2021-11-04,15,136
2021-11-04,16,136
2021-11-04,17,138
2021-11-04,18,134
2021-11-04,19,125
2021-11-04,20,104
2021-11-04,21,101
2021-11-04,22,97
2021-11-04,23,75
2021-11-05,0,65
2021-11-05,1,59
2021-11-05,2,59
2021-11-05,5,58
2021-11-05,6,63
2021-11-05,7,72
2021-11-05,8,81
2021-11-05,9,88
2021-11-05,10,97
2021-11-05,11,113
2021-11-05,12,144
2021-11-05,13,153
2021-11-05,14,154
2021-11-05,15,164
2021-11-05,16,163
2021-11-05,17,163
2021-11-05,18,156
2021-11-05,19,142
2021-11-05,20,123
2021-11-05,21,120
2021-11-05,22,113
2021-11-05,23,87
2021-11-06,0,70
2021-11-06,1,65
2021-11-06,2,65
2021-11-06,3,62
2021-11-06,4,61
2021-11-06,6,66
2021-11-06,7,72
2021-11-06,8,79
2021-11-06,9,93
2021-11-06,10,110
2021-11-06,11,131
2021-11-06,12,164
2021-11-06,13,180
2021-11-06,14,181
2021-11-06,15,192
2021-11-06,16,186
2021-11-06,17,181
2021-11-06,18,173
2021-11-06,19,156
2021-11-06,20,133
2021-11-06,21,128
2021-11-06,22,119
2021-11-06,23,94
2021-11-07,0,77
2021-11-07,1,72
2021-11-07,3,66
2021-11-07,7,70
2021-11-07,8,77
2021-11-07,9,87
2021-11-07,10,103
2021-11-07,11,124
2021-11-07,12,155
2021-11-07,13,171
2021-11-07,14,171
2021-11-07,15,183
2021-11-07,16,176
2021-11-07,17,171
2021-11-07,18,163
2021-11-07,19,146
2021-11-07,20,125
2021-11-07,21,120
2021-11-07,22,111
2021-11-07,23,86
2021-11-08,0,71
2021-11-08,1,64
2021-11-08,2,62
2021-11-08,5,64
2021-11-08,6,73
2021-11-08,7,83
2021-11-08,8,92
2021-11-08,9,101
2021-11-08,10,111
2021-11-08,11,122
2021-11-08,12,147
2021-11-08,13,155
2021-11-08,14,154
2021-11-08,15,166
2021-11-08,16,165
2021-11-08,17,169
2021-11-08,18,164
2021-11-08,19,155
2021-11-08,20,134
2021-11-08,21,124
2021-11-08,22,118
2021-11-08,23,93
2021-11-09,0,78
2021-11-09,1,71
2021-11-09,2,71
2021-11-09,6,82
2021-11-09,7,92
2021-11-09,8,101
2021-11-09,9,110
2021-11-09,10,122
2021-11-09,11,132
2021-11-09,12,155
2021-11-09,13,164
2021-11-09,14,164
2021-11-09,15,177
2021-11-09,16,178
2021-11-09,17,181
2021-11-09,18,178
2021-11-09,19,168
2021-11-09,20,147
2021-11-09,21,144
2021-11-09,22,137
2021-11-09,23,113
2021-11-10,0,87
2021-11-10,1,81
2021-11-10,2,81
2021-11-10,4,78
2021-11-10,6,83
2021-11-10,7,93
2021-11-10,8,101
2021-11-10,9,109
2021-11-10,10,121
2021-11-10,11,132
2021-11-10,12,155
2021-11-10,13,164
2021-11-10,14,164
2021-11-10,15,179
2021-11-10,16,180
2021-11-10,17,183
2021-11-10,18,179
2021-11-10,19,169
2021-11-10,20,149
2021-11-10,21,145
2021-11-10,22,139
2021-11-10,23,114
2021-11-11,0,87
2021-11-11,1,83
2021-11-11,2,83
2021-11-11,3,82
2021-11-11,4,78
2021-11-11,5,78
2021-11-11,6,82
2021-11-11,7,92
2021-11-11,8,100
2021-11-11,9,109
2021-11-11,10,122
2021-11-11,11,134
2021-11-11,12,158
2021-11-11,13,167
2021-11-11,14,168
2021-11-11,15,179
2021-11-11,16,179
2021-11-11,17,181
2021-11-11,18,177
2021-11-11,19,167
2021-11-11,20,145
2021-11-11,21,142
2021-11-11,22,135
2021-11-11,23,111
2021-11-12,0,93
2021-11-12,1,91
2021-11-12,2,91
2021-11-12,3,90
2021-11-12,4,86
2021-11-12,5,86
2021-11-12,6,90
2021-11-12,7,99
2021-11-12,8,106
2021-11-12,9,116
2021-11-12,10,130
2021-11-12,11,146
2021-11-12,12,175
2021-11-12,13,182
2021-11-12,14,183
2021-11-12,15,194
2021-11-12,16,191
2021-11-12,17,191
2021-11-12,18,183
2021-11-12,19,168
2021-11-12,20,148
2021-11-12,21,145
2021-11-12,22,138
2021-11-12,23,113
2021-11-13,0,93
2021-11-13,1,92
2021-11-13,2,92
2021-11-13,3,89
2021-11-13,4,85
2021-11-13,5,85
2021-11-13,6,88
2021-11-13,7,96
2021-11-13,8,101
2021-11-13,9,115
2021-11-13,10,138
2021-11-13,11,159
2021-11-13,12,189
2021-11-13,13,197
2021-11-13,14,198
2021-11-13,15,209
2021-11-13,16,201
2021-11-13,17,195
2021-11-13,18,185
2021-11-13,19,167
2021-11-13,20,144
2021-11-13,21,138
2021-11-13,22,130
2021-11-13,23,104
2021-11-14,0,99
2021-11-14,1,98
2021-11-14,2,98
2021-11-14,3,92
2021-11-14,4,87
2021-11-14,6,87
2021-11-14,7,94
2021-11-14,8,98
2021-11-14,9,108
2021-11-14,10,125
2021-11-14,11,146
2021-11-14,12,174
2021-11-14,13,183
2021-11-14,14,183
2021-11-14,15,194
2021-11-14,16,185
2021-11-14,17,179
2021-11-14,18,169
2021-11-14,19,151
2021-11-14,20,131
2021-11-14,21,126
2021-11-14,22,118
2021-11-14,23,93
2021-11-15,0,76
2021-11-15,1,71
2021-11-15,2,68
2021-11-15,6,71
2021-11-15,7,84
2021-11-15,8,89
2021-11-15,9,96
2021-11-15,10,108
2021-11-15,11,118
2021-11-15,12,142
2021-11-15,13,143
2021-11-15,14,142
2021-11-15,15,148
2021-11-15,16,147
2021-11-15,17,150
2021-11-15,18,145
2021-11-15,19,134
2021-11-15,20,116
2021-11-15,21,106
2021-11-15,22,100
2021-11-15,23,75
2021-11-16,5,45
2021-11-16,6,50
2021-11-16,7,62
2021-11-16,8,68
2021-11-16,9,74
2021-11-16,10,85
2021-11-16,11,95
2021-11-16,12,114
2021-11-16,13,115
2021-11-16,14,115
2021-11-16,15,123
2021-11-16,16,124
2021-11-16,17,127
2021-11-16,18,121
2021-11-16,19,111
2021-11-16,20,93
2021-11-16,21,89
2021-11-16,22,83
2021-11-16,23,66
2021-11-17,0,54
2021-11-17,1,49
2021-11-17,2,49
2021-11-17,5,47
2021-11-17,6,51
2021-11-17,7,63
2021-11-17,8,69
2021-11-17,9,74
2021-11-17,10,84
2021-11-17,11,94
2021-11-17,12,112
2021-11-17,13,114
2021-11-17,14,114
2021-11-17,15,124
2021-11-17,16,125
2021-11-17,17,128
2021-11-17,18,123
2021-11-17,19,113
2021-11-17,20,95
2021-11-17,21,92
2021-11-17,22,85
2021-11-17,23,67
2021-11-18,0,51
2021-11-18,1,49
2021-11-18,6,49
2021-11-18,7,62
2021-11-18,8,67
2021-11-18,9,72
2021-11-18,10,83
2021-11-18,11,93
2021-11-18,12,109
2021-11-18,13,110
2021-11-18,14,111
2021-11-18,15,117
2021-11-18,16,117
2021-11-18,17,119
2021-11-18,18,116
2021-11-18,19,106
2021-11-18,20,88
2021-11-18,21,85
2021-11-18,22,78
2021-11-18,23,60
2021-11-19,0,59
2021-11-19,1,54
2021-11-19,2,53
2021-11-19,6,52
2021-11-19,7,63
2021-11-19,8,67
2021-11-19,9,73
2021-11-19,10,86
2021-11-19,11,99
2021-11-19,12,120
2021-11-19,13,122
2021-11-19,14,123
2021-11-19,15,129
2021-11-19,16,126
2021-11-19,17,125
2021-11-19,18,119
2021-11-19,19,104
2021-11-19,20,88
2021-11-19,21,85
2021-11-19,22,78
2021-11-19,23,60
2021-11-20,0,61
2021-11-20,1,57
2021-11-20,2,56
2021-11-20,5,48
2021-11-20,6,51
2021-11-20,7,59
2021-11-20,8,61
2021-11-20,9,71
2021-11-20,10,90
2021-11-20,11,109
2021-11-20,12,130
2021-11-20,13,138
2021-11-20,14,139
2021-11-20,15,145
2021-11-20,16,137
2021-11-20,17,130
2021-11-20,18,122
2021-11-20,19,104
2021-11-20,20,85
2021-11-20,21,80
2021-11-20,22,72
2021-11-20,23,54
2021-11-21,0,66
2021-11-21,1,62
2021-11-21,2,61
2021-11-21,3,54
2021-11-21,4,49
2021-11-21,6,49
2021-11-21,7,56
2021-11-21,8,57
2021-11-21,9,64
2021-11-21,10,80
2021-11-21,11,99
2021-11-21,12,118
2021-11-21,13,126
2021-11-21,14,126
2021-11-21,15,133
2021-11-21,16,123
2021-11-21,17,117
2021-11-21,18,109
2021-11-21,19,91
2021-11-21,20,74
2021-11-21,21,68
2021-11-21,22,61
2021-11-21,23,45
2021-11-22,0,64
2021-11-22,1,49
2021-11-22,2,45
2021-11-22,3,44
2021-11-22,5,42
2021-11-22,6,47
2021-11-22,7,59
2021-11-22,8,63
2021-11-22,9,68
2021-11-22,10,78
2021-11-22,11,86
2021-11-22,12,100
2021-11-22,13,101
2021-11-22,14,99
2021-11-22,15,103
2021-11-22,16,102
2021-11-22,17,104
2021-11-22,18,101
2021-11-22,19,91
2021-11-22,20,73
2021-11-22,21,65
2021-11-22,22,60
2021-11-22,23,42
2021-11-23,0,55
2021-11-23,5,41
2021-11-23,6,45
2021-11-23,7,58
2021-11-23,8,61
2021-11-23,9,66
2021-11-23,10,76
2021-11-23,11,84
2021-11-23,12,95
2021-11-23,13,96
2021-11-23,14,96
2021-11-23,15,101
2021-11-23,16,101
2021-11-23,17,104
2021-11-23,18,102
2021-11-23,19,91
2021-11-23,20,74
2021-11-23,21,72
2021-11-23,22,67
2021-11-23,23,49
2021-11-24,1,43
2021-11-24,6,44
2021-11-24,7,56
2021-11-24,8,60
2021-11-24,9,65
2021-11-24,10,75
2021-11-24,11,82
2021-11-24,12,93
2021-11-24,13,94
2021-11-24,14,95
2021-11-24,15,101
2021-11-24,16,101
2021-11-24,17,104
2021-11-24,18,102
2021-11-24,19,92
2021-11-24,20,75
2021-11-24,21,73
2021-11-24,22,68
2021-11-24,23,51
2021-11-25,0,58
2021-11-25,2,50
2021-11-25,3,48
2021-11-25,6,48
2021-11-25,7,61
2021-11-25,8,64
2021-11-25,9,69
2021-11-25,10,80
2021-11-25,11,89
2021-11-25,12,102
2021-11-25,13,103
2021-11-25,14,104
2021-11-25,15,110
2021-11-25,16,109
2021-11-25,17,111
2021-11-25,18,109
2021-11-25,19,99
2021-11-25,20,81
2021-11-25,21,80
2021-11-25,22,74
2021-11-25,23,57
2021-11-26,0,60
2021-11-26,1,53
2021-11-26,2,53
2021-11-26,3,51
2021-11-26,5,43
2021-11-26,6,48
2021-11-26,7,59
2021-11-26,8,63
2021-11-26,9,68
2021-11-26,10,81
2021-11-26,11,94
2021-11-26,12,111
2021-11-26,13,113
2021-11-26,14,114
2021-11-26,15,120
2021-11-26,16,117
2021-11-26,17,116
2021-11-26,18,110
2021-11-26,19,95
2021-11-26,20,79
2021-11-26,21,78
2021-11-26,22,72
2021-11-26,23,55
2021-11-27,0,64
2021-11-27,1,58
2021-11-27,2,57
2021-11-27,3,53
2021-11-27,4,48
2021-11-27,5,45
2021-11-27,6,50
2021-11-27,7,58
2021-11-27,8,60
2021-11-27,9,70
2021-11-27,10,88
2021-11-27,11,107
2021-11-27,12,129
2021-11-27,13,137
